id,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
0,0.2191780821917808,0.1232876712328767,0.0273972602739726,0.1095890410958904,0.0136986301369863,0.0821917808219178,0.0410958904109589,0.0821917808219178,0.0273972602739726,0.0821917808219178
1,0.17647058823529413,0.12941176470588237,0.07058823529411765,0.1411764705882353,0.023529411764705882,0.12941176470588237,0.047058823529411764,0.07058823529411765,0.047058823529411764,0.1411764705882353
2,0.325,0.175,0.1,0.225,0.05,0.125,0.15,0.1375,0.075,0.2875
3,0.1276595744680851,0.22340425531914893,0.07446808510638298,0.11702127659574468,0.031914893617021274,0.06382978723404255,0.0425531914893617,0.1276595744680851,0.0425531914893617,0.06382978723404255
4,0.23655913978494625,0.21505376344086022,0.08602150537634409,0.13978494623655913,0.08602150537634409,0.15053763440860216,0.08602150537634409,0.12903225806451613,0.07526881720430108,0.1827956989247312
5,0.15584415584415584,0.16883116883116883,0.06493506493506493,0.05194805194805195,0.1038961038961039,0.09090909090909091,0.025974025974025976,0.1038961038961039,0.025974025974025976,0.09090909090909091
6,0.3764705882352941,0.12941176470588237,0.058823529411764705,0.11764705882352941,0.03529411764705882,0.023529411764705882,0.16470588235294117,0.047058823529411764,0.023529411764705882,0.18823529411764706
7,0.2,0.13333333333333333,0.09333333333333334,0.06666666666666667,0.05333333333333334,0.08,0.06666666666666667,0.06666666666666667,0.02666666666666667,0.16
8,0.21052631578947367,0.11842105263157894,0.039473684210526314,0.11842105263157894,0.013157894736842105,0.013157894736842105,0.10526315789473684,0.039473684210526314,0.02631578947368421,0.17105263157894737
9,0.27848101265822783,0.0379746835443038,0.0379746835443038,0.12658227848101267,0.0,0.012658227848101266,0.189873417721519,0.012658227848101266,0.06329113924050633,0.12658227848101267
10,0.21518987341772153,0.08860759493670886,0.05063291139240506,0.0379746835443038,0.02531645569620253,0.0379746835443038,0.0759493670886076,0.0759493670886076,0.012658227848101266,0.06329113924050633
11,0.25,0.08333333333333333,0.07142857142857142,0.10714285714285714,0.047619047619047616,0.047619047619047616,0.11904761904761904,0.08333333333333333,0.047619047619047616,0.17857142857142858
12,0.3,0.15,0.05,0.11,0.03,0.1,0.09,0.02,0.05,0.17
13,0.3,0.12222222222222222,0.07777777777777778,0.08888888888888889,0.03333333333333333,0.03333333333333333,0.12222222222222222,0.044444444444444446,0.03333333333333333,0.13333333333333333
14,0.25555555555555554,0.14444444444444443,0.07777777777777778,0.12222222222222222,0.07777777777777778,0.1,0.1,0.06666666666666667,0.06666666666666667,0.2
15,0.36046511627906974,0.10465116279069768,0.08139534883720931,0.09302325581395349,0.046511627906976744,0.05813953488372093,0.12790697674418605,0.09302325581395349,0.08139534883720931,0.1744186046511628
16,0.25316455696202533,0.11392405063291139,0.08860759493670886,0.13924050632911392,0.0759493670886076,0.10126582278481013,0.16455696202531644,0.11392405063291139,0.08860759493670886,0.189873417721519
17,0.3815789473684211,0.13157894736842105,0.05263157894736842,0.14473684210526316,0.11842105263157894,0.09210526315789473,0.17105263157894737,0.07894736842105263,0.13157894736842105,0.27631578947368424
18,0.3442622950819672,0.08196721311475409,0.06557377049180328,0.21311475409836064,0.01639344262295082,0.09836065573770492,0.22950819672131148,0.04918032786885246,0.09836065573770492,0.19672131147540983
19,0.2222222222222222,0.06666666666666667,0.044444444444444446,0.08888888888888889,0.022222222222222223,0.1111111111111111,0.06666666666666667,0.0,0.0,0.08888888888888889
20,0.3,0.11428571428571428,0.07142857142857142,0.1,0.02857142857142857,0.07142857142857142,0.12857142857142856,0.05714285714285714,0.07142857142857142,0.1
21,0.22077922077922077,0.2597402597402597,0.16883116883116883,0.15584415584415584,0.12987012987012986,0.16883116883116883,0.14285714285714285,0.14285714285714285,0.15584415584415584,0.19480519480519481
22,0.2345679012345679,0.16049382716049382,0.08641975308641975,0.12345679012345678,0.07407407407407407,0.08641975308641975,0.12345679012345678,0.07407407407407407,0.07407407407407407,0.20987654320987653
23,0.2413793103448276,0.16091954022988506,0.10344827586206896,0.06896551724137931,0.022988505747126436,0.10344827586206896,0.05747126436781609,0.08045977011494253,0.034482758620689655,0.11494252873563218
24,0.2857142857142857,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.08333333333333333,0.07142857142857142,0.011904761904761904,0.20238095238095238
25,0.2638888888888889,0.125,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.09722222222222222,0.125,0.027777777777777776,0.05555555555555555,0.18055555555555555
26,0.26153846153846155,0.13846153846153847,0.1076923076923077,0.2,0.07692307692307693,0.07692307692307693,0.12307692307692308,0.015384615384615385,0.07692307692307693,0.15384615384615385
27,0.12790697674418605,0.12790697674418605,0.06976744186046512,0.13953488372093023,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.06976744186046512,0.03488372093023256,0.03488372093023256
28,0.21428571428571427,0.15476190476190477,0.10714285714285714,0.09523809523809523,0.09523809523809523,0.08333333333333333,0.11904761904761904,0.10714285714285714,0.03571428571428571,0.13095238095238096
29,0.12,0.16,0.04,0.08,0.04,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.013333333333333334,0.05333333333333334
30,0.2111111111111111,0.15555555555555556,0.044444444444444446,0.16666666666666666,0.03333333333333333,0.1111111111111111,0.12222222222222222,0.044444444444444446,0.07777777777777778,0.12222222222222222
31,0.23863636363636365,0.125,0.056818181818181816,0.06818181818181818,0.07954545454545454,0.07954545454545454,0.06818181818181818,0.03409090909090909,0.03409090909090909,0.09090909090909091
32,0.24719101123595505,0.07865168539325842,0.02247191011235955,0.16853932584269662,0.02247191011235955,0.056179775280898875,0.15730337078651685,0.0449438202247191,0.056179775280898875,0.14606741573033707
33,0.23529411764705882,0.12941176470588237,0.058823529411764705,0.1411764705882353,0.03529411764705882,0.07058823529411765,0.1411764705882353,0.07058823529411765,0.08235294117647059,0.17647058823529413
34,0.26666666666666666,0.07777777777777778,0.06666666666666667,0.14444444444444443,0.022222222222222223,0.05555555555555555,0.13333333333333333,0.05555555555555555,0.03333333333333333,0.16666666666666666
35,0.3,0.08571428571428572,0.07142857142857142,0.14285714285714285,0.05714285714285714,0.02857142857142857,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.15714285714285714
36,0.26582278481012656,0.0759493670886076,0.05063291139240506,0.16455696202531644,0.02531645569620253,0.0759493670886076,0.11392405063291139,0.05063291139240506,0.02531645569620253,0.10126582278481013
37,0.2857142857142857,0.18571428571428572,0.1,0.17142857142857143,0.05714285714285714,0.08571428571428572,0.12857142857142856,0.1,0.04285714285714286,0.17142857142857143
38,0.2608695652173913,0.10144927536231885,0.057971014492753624,0.057971014492753624,0.043478260869565216,0.07246376811594203,0.14492753623188406,0.07246376811594203,0.043478260869565216,0.14492753623188406
39,0.1839080459770115,0.10344827586206896,0.06896551724137931,0.05747126436781609,0.022988505747126436,0.06896551724137931,0.034482758620689655,0.04597701149425287,0.011494252873563218,0.10344827586206896
40,0.1958762886597938,0.18556701030927836,0.07216494845360824,0.08247422680412371,0.05154639175257732,0.020618556701030927,0.08247422680412371,0.05154639175257732,0.05154639175257732,0.09278350515463918
41,0.18181818181818182,0.19318181818181818,0.125,0.07954545454545454,0.06818181818181818,0.045454545454545456,0.03409090909090909,0.06818181818181818,0.011363636363636364,0.06818181818181818
42,0.2608695652173913,0.10144927536231885,0.028985507246376812,0.13043478260869565,0.014492753623188406,0.057971014492753624,0.13043478260869565,0.014492753623188406,0.057971014492753624,0.15942028985507245
43,0.21951219512195122,0.0975609756097561,0.036585365853658534,0.036585365853658534,0.024390243902439025,0.024390243902439025,0.10975609756097561,0.036585365853658534,0.024390243902439025,0.13414634146341464
44,0.4264705882352941,0.10294117647058823,0.08823529411764706,0.27941176470588236,0.058823529411764705,0.07352941176470588,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.3382352941176471
45,0.21428571428571427,0.05714285714285714,0.02857142857142857,0.14285714285714285,0.014285714285714285,0.02857142857142857,0.05714285714285714,0.04285714285714286,0.05714285714285714,0.08571428571428572
46,0.26666666666666666,0.1111111111111111,0.08888888888888889,0.16666666666666666,0.08888888888888889,0.1111111111111111,0.17777777777777778,0.06666666666666667,0.08888888888888889,0.15555555555555556
